Date,Adj_Close,Close,High,Low,Open,Volume
1996-04-15 00:00:00+00:00,9.200883865,11.12800026,11.14666557,10.82666588,10.87333298,258750
1996-04-16 00:00:00+00:00,9.495234489,11.48400021,11.57199955,11.14666557,11.12800026,388125
1996-04-17 00:00:00+00:00,9.8777771,11.94666576,12.07999992,11.73333263,11.48400021,163125
1996-04-18 00:00:00+00:00,9.970380783,12.05866623,12.18666553,11.86666584,11.94666576,350625
1996-04-19 00:00:00+00:00,9.952742577,12.03733253,12.13333321,11.94666576,12.05866623,198750
1996-04-22 00:00:00+00:00,9.649575233,11.67066574,12.02400017,11.33333302,12.03733253,238125
1996-04-23 00:00:00+00:00,9.336483955,11.29199982,11.60000038,11.22666645,11.67066574,258750
1996-04-24 00:00:00+00:00,9.708001137,11.74133301,11.8653326,11.60133266,11.78666592,127500
1996-04-25 00:00:00+00:00,9.482006073,11.46800041,11.68000031,11.46666622,11.74133301,103125
1996-04-26 00:00:00+00:00,9.513976097,11.50666618,11.62666607,11.41333294,11.46800041,95625
1996-04-29 00:00:00+00:00,9.437907219,11.41466618,11.46666622,11.33466625,11.50666618,50625
1996-04-30 00:00:00+00:00,9.477592468,11.46266556,11.51066589,11.41333294,11.41466618,198750
1996-05-01 00:00:00+00:00,9.592247963,11.60133266,11.68000031,11.54666615,11.46266556,46875
1996-05-02 00:00:00+00:00,9.480901718,11.46666622,11.57333279,11.41333294,11.60133266,30000
1996-05-03 00:00:00+00:00,9.261517525,11.20133305,11.57333279,11.20133305,11.46666622,46875
1996-05-06 00:00:00+00:00,9.001345634,10.8866663,10.9333334,10.74666595,11.20133305,69375
1996-05-07 00:00:00+00:00,8.957249641,10.83333302,10.9333334,10.72000027,10.8866663,166875
1996-05-08 00:00:00+00:00,9.150175095,11.06666565,11.06666565,10.7733326,10.83333302,99375
1996-05-09 00:00:00+00:00,9.056466103,10.9533329,11.09200001,10.9333334,11.07999992,78750
1996-05-10 00:00:00+00:00,8.82054615,10.66800022,10.88000011,10.56000042,10.9533329,151875
1996-05-13 00:00:00+00:00,8.699277878,10.52133274,10.69333267,10.52133274,10.66800022,58125
1996-05-14 00:00:00+00:00,8.613289833,10.41733265,10.64000034,10.39999962,10.52133274,161250
1996-05-15 00:00:00+00:00,8.683844566,10.50266647,10.66533279,10.40266609,10.50666618,91875
1996-05-16 00:00:00+00:00,8.740068436,10.57066631,10.66666603,10.53199959,10.50266647,86250
1996-05-17 00:00:00+00:00,8.724636078,10.55200005,10.61333275,10.49333286,10.56000042,39375
1996-05-20 00:00:00+00:00,8.666204453,10.48133278,10.53466606,10.39999962,10.55200005,144375
1996-05-21 00:00:00+00:00,8.325554848,10.06933308,10.50666618,10,10.48133278,121875
1996-05-22 00:00:00+00:00,8.414852142,10.17733288,10.23999977,9.920000076,10.06933308,82500
1996-05-23 00:00:00+00:00,8.381777763,10.13733292,10.14666557,10.0613327,10.17733288,71250
1996-05-24 00:00:00+00:00,8.328861237,10.07333279,10.13466644,9.813332558,10.13733292,215625
1996-05-27 00:00:00+00:00,8.135935783,9.840000153,9.947999954,9.733332634,10.07333279,75000
1996-05-28 00:00:00+00:00,8.318943024,10.0613327,10.12800026,9.666666031,9.840000153,97500
1996-05-29 00:00:00+00:00,8.458949089,10.23066616,10.29333305,10.15999985,10.15999985,118125
1996-05-30 00:00:00+00:00,8.347601891,10.09599972,10.26666641,10.05466557,10.23066616,43125
1996-05-31 00:00:00+00:00,8.359730721,10.11066628,10.12666607,10.03333282,10.09599972,41250
1996-06-03 00:00:00+00:00,8.33437252,10.07999992,10.1079998,10.00666618,10.11066628,39375
1996-06-04 00:00:00+00:00,8.34209156,10.08933258,10.18666553,10.06666565,10.07999992,114375
1996-06-05 00:00:00+00:00,8.488715172,10.26666641,10.26666641,10.13466644,10.13599968,26250
1996-06-06 00:00:00+00:00,8.644156456,10.45466614,10.56000042,10.39999962,10.39999962,76875
1996-06-07 00:00:00+00:00,8.731248856,10.56000042,10.56000042,10.26666641,10.26666641,48750
1996-06-10 00:00:00+00:00,8.96937561,10.84799957,10.86666584,10.66666603,10.66666603,80625
1996-06-11 00:00:00+00:00,8.883386612,10.74400043,10.9333334,10.69466591,10.69466591,112500
1996-06-12 00:00:00+00:00,8.990319252,10.87333298,11.03866577,10.82666588,10.82666588,399375
1996-06-13 00:00:00+00:00,9.205294609,11.13333321,11.19999981,11.06666565,11.06666565,238125
1996-06-14 00:00:00+00:00,9.370656967,11.33333302,11.39866638,11.19999981,11.19999981,290625
1996-06-17 00:00:00+00:00,9.279157639,11.22266579,11.33333302,11.19999981,11.33333302,86250
1996-06-18 00:00:00+00:00,9.327666283,11.28133297,11.38533306,11.09333324,11.20133305,275625
1996-06-19 00:00:00+00:00,9.260417938,11.19999981,11.25333309,11.15999985,11.25333309,82500
1996-06-20 00:00:00+00:00,9.173323631,11.09466553,11.17333317,11.06666565,11.06666565,210000
1996-06-21 00:00:00+00:00,9.172221184,11.09333324,11.12666607,11.00666618,11.00666618,88125
1996-06-24 00:00:00+00:00,9.146862984,11.06266594,11.06666565,11.01333332,11.03999996,127500
1996-06-25 00:00:00+00:00,9.048750877,10.94400024,11.03999996,10.94400024,10.99199963,150000
1996-06-26 00:00:00+00:00,9.07851696,10.97999954,11.01333332,10.97333336,10.98666573,120000
1996-06-27 00:00:00+00:00,8.992524147,10.8760004,10.93999958,10.80666637,10.85333347,48750
1996-06-28 00:00:00+00:00,9.036622047,10.92933273,10.98666573,10.81466579,10.81466579,84375
1996-07-01 00:00:00+00:00,8.968271255,10.84666634,10.88000011,10.84000015,10.86666584,80625
1996-07-02 00:00:00+00:00,9.246084213,11.18266582,11.32933331,10.85333347,10.85333347,493125
1996-07-03 00:00:00+00:00,9.187656403,11.11200047,11.19999981,10.80133343,10.80133343,322500
1996-07-04 00:00:00+00:00,9.107175827,11.0146656,11.13066578,10.88799953,11.05866623,210000
1996-07-05 00:00:00+00:00,9.307821274,11.2573328,11.41333294,11.18933296,11.18933296,568125
1996-07-08 00:00:00+00:00,9.271438599,11.21333313,11.30000019,11.14799976,11.14799976,133125
1996-07-09 00:00:00+00:00,9.165606499,11.08533287,11.19866562,10.93466568,11.06666565,410625
1996-07-10 00:00:00+00:00,8.996936798,10.88133335,10.9333334,10.80000019,10.80000019,63750
1996-07-11 00:00:00+00:00,9.252700806,11.1906662,11.19999981,10.75466633,10.75466633,153750
1996-07-12 00:00:00+00:00,9.209703445,11.13866615,11.14666557,11.09466553,11.09466553,153750
1996-07-15 00:00:00+00:00,9.265928268,11.20666599,11.20666599,10.98799992,10.98799992,78750
1996-07-16 00:00:00+00:00,9.268135071,11.20933342,11.33199978,11.15466595,11.17333317,136875
1996-07-17 00:00:00+00:00,9.3166399,11.26799965,11.39999962,11.20266628,11.20266628,58125
1996-07-18 00:00:00+00:00,9.902031898,11.97599983,12.37333298,11.73333263,11.76000023,620625
1996-07-19 00:00:00+00:00,10.16551304,12.29466629,12.3453331,12.13333321,12.18666553,540000
1996-07-22 00:00:00+00:00,10.23716736,12.38133335,12.4533329,12.33333302,12.33333302,170625
1996-07-23 00:00:00+00:00,10.27024174,12.42133331,12.53066635,11.73333263,11.73333263,470625
1996-07-24 00:00:00+00:00,10.13464451,12.2573328,12.37066555,11.73333263,12.13333321,496875
1996-07-25 00:00:00+00:00,10.09164906,12.20533276,12.26666641,12,12.0826664,626250
1996-07-26 00:00:00+00:00,10.06739426,12.17599964,12.18666553,12.13333321,12.13333321,247500
1996-07-29 00:00:00+00:00,9.665006638,11.68933296,12.18666553,11.46800041,12,2555625
1996-07-30 00:00:00+00:00,8.848106384,10.70133305,11.61999989,10.61333275,11.61999989,2454375
1996-07-31 00:00:00+00:00,8.851411819,10.70533276,10.85333347,10,10.85333347,2055000
1996-08-01 00:00:00+00:00,8.698180199,10.52000046,10.72000027,10.41466618,10.66533279,755625
1996-08-02 00:00:00+00:00,8.5802145,10.37733269,10.52000046,10.30799961,10.50933266,1117500
1996-08-05 00:00:00+00:00,8.649668694,10.46133327,10.55733299,10.33333302,10.33333302,601875
1996-08-06 00:00:00+00:00,8.684947968,10.50399971,10.55866623,10.38799953,10.41466618,571875
1996-08-07 00:00:00+00:00,8.852517128,10.70666599,10.9066658,10.50666618,10.50666618,553125
1996-08-08 00:00:00+00:00,8.859130859,10.71466637,11.27866554,10.61333275,10.80000019,2246250
1996-08-09 00:00:00+00:00,8.926380157,10.79599953,10.82666588,10.66666603,10.72000027,583125
1996-08-12 00:00:00+00:00,9.005756378,10.8920002,10.9333334,10.75333309,10.75333309,894375
1996-08-13 00:00:00+00:00,9.00024128,10.88533306,10.9333334,10.82533264,10.82666588,613125
1996-08-14 00:00:00+00:00,9.003551483,10.88933277,10.93866634,10.85866642,10.85866642,526875
1996-08-15 00:00:00+00:00,9.003551483,10.88933277,10.88933277,10.88933277,10.88933277,0
1996-08-16 00:00:00+00:00,8.871255875,10.72933292,10.9333334,10.67333317,10.76000023,1535625
1996-08-19 00:00:00+00:00,8.680535316,10.49866581,10.66666603,10.35999966,10.64000034,2128125
1996-08-20 00:00:00+00:00,8.727941513,10.55599976,10.58666611,10.40133286,10.52666569,705000
1996-08-21 00:00:00+00:00,8.928585052,10.798666,10.85066605,10.56799984,10.62666607,785625
1996-08-22 00:00:00+00:00,9.151275635,11.06799984,11.25333309,10.8039999,10.86666584,2135625
1996-08-23 00:00:00+00:00,9.25049305,11.18799973,11.22399998,11.02400017,11.03333282,1226250
1996-08-26 00:00:00+00:00,9.461060524,11.44266605,11.67866611,11.23999977,11.23999977,2255625
1996-08-27 00:00:00+00:00,10.01117229,12.1079998,12.34666634,11.44133282,11.46666622,4861875
1996-08-28 00:00:00+00:00,9.605476379,11.61733341,12.05333328,11.46800041,11.97333336,982500
1996-08-29 00:00:00+00:00,9.725642204,11.76266575,11.9533329,11.57333279,11.60000038,1012500
1996-08-30 00:00:00+00:00,9.737769127,11.77733326,11.89333344,11.69466591,11.89333344,290625
1996-09-02 00:00:00+00:00,9.766431808,11.81200027,11.89333344,11.78666592,11.86666584,461250
1996-09-03 00:00:00+00:00,9.692568779,11.72266579,11.9333334,11.6026659,11.86666584,684375
1996-09-04 00:00:00+00:00,9.496336937,11.48533344,11.6239996,10.69333267,10.69333267,382500
1996-09-05 00:00:00+00:00,9.6848526,11.71333313,11.73999977,11.54666615,11.62533283,466875
1996-09-06 00:00:00+00:00,9.617603302,11.63199997,11.70666599,11.60000038,11.70533276,76875
1996-09-09 00:00:00+00:00,9.487518311,11.47466564,11.54666615,11.46666622,11.54666615,136875
1996-09-10 00:00:00+00:00,9.574608803,11.57999992,11.68000031,11.3653326,11.3653326,420000
1996-09-11 00:00:00+00:00,9.238369942,11.17333317,11.41333294,11.10000038,11.41333294,316875
1996-09-12 00:00:00+00:00,9.299001694,11.24666595,11.32666588,11.06666565,11.06666565,223125
1996-09-13 00:00:00+00:00,9.344201088,11.30133343,11.30666637,11.21733284,11.25333309,73125
1996-09-16 00:00:00+00:00,9.323255539,11.27600002,11.30533314,11.22533321,11.25333309,112500
1996-09-17 00:00:00+00:00,9.475391388,11.46000004,11.49199963,11.31999969,11.35999966,172500
1996-09-18 00:00:00+00:00,9.337587357,11.29333305,11.34399986,11.26000023,11.30666637,54375
1996-09-19 00:00:00+00:00,9.305612564,11.25466633,11.25466633,11.25466633,11.25466633,15000
1996-09-20 00:00:00+00:00,9.128124237,11.03999996,11.12933254,11.03999996,11.12933254,43125
1996-09-23 00:00:00+00:00,8.876771927,10.73600006,11.09200001,10.65333271,11.09200001,116250
1996-09-24 00:00:00+00:00,8.490919113,10.26933289,10.53466606,10.26666641,10.53333282,125625
1996-09-25 00:00:00+00:00,8.638646126,10.44799995,10.55333328,10.42666626,10.45600033,69375
1996-09-26 00:00:00+00:00,8.525094032,10.31066608,10.40133286,10.29066563,10.40133286,43125
1996-09-27 00:00:00+00:00,8.323349953,10.06666565,10.10666561,9.813332558,10.10666561,150000
1996-09-30 00:00:00+00:00,8.33437252,10.07999992,10.07999992,9.806666374,9.806666374,303750
1996-10-01 00:00:00+00:00,8.1127882,9.812000275,10.02666569,9.800000191,9.946665764,142500
1996-10-02 00:00:00+00:00,8.1127882,9.812000275,9.812000275,9.812000275,9.812000275,0
1996-10-03 00:00:00+00:00,8.139246941,9.843999863,9.933333397,9.819999695,9.86666584,108750
1996-10-04 00:00:00+00:00,8.194368362,9.910666466,9.920000076,9.706665993,9.838665962,288750
1996-10-07 00:00:00+00:00,8.1304245,9.833333015,9.852000237,9.473333359,9.746665955,433125
1996-10-08 00:00:00+00:00,8.187752724,9.902666092,9.973333359,9.706665993,9.706665993,204375
1996-10-09 00:00:00+00:00,8.077506065,9.769332886,9.773332596,9.733332634,9.733332634,26250
1996-10-10 00:00:00+00:00,8.43469429,10.20133305,10.23999977,9.918665886,9.920000076,123750
1996-10-11 00:00:00+00:00,8.854722023,10.70933342,10.7106657,10.23999977,10.31999969,266250
1996-10-14 00:00:00+00:00,8.812830925,10.65866566,10.73333263,10.46666622,10.54666615,298125
1996-10-15 00:00:00+00:00,8.863539696,10.72000027,10.7733326,10.36400032,10.7733326,255000
1996-10-16 00:00:00+00:00,8.805111885,10.649333,10.72133255,10.64000034,10.72133255,125625
1996-10-17 00:00:00+00:00,8.870158195,10.72799969,10.74533272,10.5613327,10.61333275,255000
1996-10-18 00:00:00+00:00,8.875666618,10.73466587,10.76666641,10.66933346,10.66933346,31875
1996-10-21 00:00:00+00:00,8.875666618,10.73466587,10.73466587,10.73466587,10.73466587,0
1996-10-22 00:00:00+00:00,9.144661903,11.06000042,11.09333324,10.85333347,10.85333347,255000
1996-10-23 00:00:00+00:00,9.260417938,11.19999981,11.25333309,11.09333324,11.23999977,178125
1996-10-24 00:00:00+00:00,9.221831322,11.15333271,11.21333313,11.06666565,11.14799976,277500
1996-10-25 00:00:00+00:00,9.242774963,11.17866611,11.19999981,11.0146656,11.11999989,354375
1996-10-28 00:00:00+00:00,9.252700806,11.1906662,11.21199989,11.07600021,11.1079998,320625
1996-10-29 00:00:00+00:00,9.152379036,11.06933308,11.11999989,11.03999996,11.06799984,69375
1996-10-30 00:00:00+00:00,9.152379036,11.06933308,11.06933308,11.06933308,11.06933308,0
1996-10-31 00:00:00+00:00,8.709199905,10.53333282,10.66666603,10.52000046,10.66666603,26250
1996-11-01 00:00:00+00:00,8.64305687,10.4533329,10.54533291,10.4533329,10.50666618,22500
1996-11-04 00:00:00+00:00,8.553757668,10.3453331,10.34666634,10.18666553,10.23999977,48750
1996-11-05 00:00:00+00:00,8.609981537,10.41333294,10.45866585,10.3453331,10.3453331,88125
1996-11-06 00:00:00+00:00,8.488715172,10.26666641,10.34666634,10.26666641,10.26666641,56250
1996-11-07 00:00:00+00:00,8.520685196,10.30533314,10.39866638,10.29333305,10.31999969,22500
1996-11-08 00:00:00+00:00,8.488715172,10.26666641,10.42666626,10.18933296,10.42666626,30000
1996-11-11 00:00:00+00:00,8.420365334,10.18400002,10.31999969,10.16666603,10.23999977,35625
1996-11-12 00:00:00+00:00,8.420365334,10.18400002,10.18400002,10.18400002,10.18400002,0
1996-11-13 00:00:00+00:00,8.450131416,10.22000027,10.30666637,10.21333313,10.21333313,5625
1996-11-14 00:00:00+00:00,8.499740601,10.27999973,10.31999969,10.17333317,10.17333317,28125
1996-11-15 00:00:00+00:00,8.554860115,10.34666634,10.34666634,10.27999973,10.27999973,52500
1996-11-18 00:00:00+00:00,8.501942635,10.28266621,10.37333298,10.27999973,10.37333298,22500
1996-11-19 00:00:00+00:00,8.659591675,10.47333336,10.47333336,10.18666553,10.18666553,48750
1996-11-20 00:00:00+00:00,8.598958969,10.39999962,10.39999962,10.34666634,10.34666634,50625
1996-11-21 00:00:00+00:00,8.62651825,10.4333334,10.53333282,10.29333305,10.29333305,65625
1996-11-22 00:00:00+00:00,8.648566246,10.46000004,10.46000004,10.4333334,10.4333334,58125
1996-11-25 00:00:00+00:00,8.673922539,10.49066639,10.52000046,10.4333334,10.4533329,93750
1996-11-26 00:00:00+00:00,8.701483727,10.52400017,10.74666595,10.46000004,10.64000034,71250
1996-11-27 00:00:00+00:00,9.136943817,11.05066586,11.05066586,10.58666611,10.58666611,135000
1996-11-28 00:00:00+00:00,9.593348503,11.6026659,11.6026659,11.20266628,11.46666622,358125
1996-11-29 00:00:00+00:00,9.953845024,12.03866577,12.08933258,11.57333279,11.57333279,594375
1996-12-02 00:00:00+00:00,9.99683857,12.09066582,12.09066582,11.94666576,12.08666611,208125
1996-12-03 00:00:00+00:00,9.999046326,12.09333324,12.09333324,12.05333328,12.09066582,444375
1996-12-04 00:00:00+00:00,9.887701988,11.95866585,12.05333328,11.62666607,12.05333328,761250
1996-12-05 00:00:00+00:00,10.02991199,12.13066578,12.17199993,11.81599998,11.81599998,476250
1996-12-06 00:00:00+00:00,10.20740509,12.3453331,12.37333298,11.81333256,11.86666584,373125
1996-12-09 00:00:00+00:00,10.71782875,12.96266556,12.96266556,12.39999962,12.39999962,448125
1996-12-10 00:00:00+00:00,10.92949677,13.21866608,13.3866663,13.01333332,13.01333332,646875
1996-12-11 00:00:00+00:00,11.03202152,13.34266567,13.44666576,13.07333279,13.17333317,451875
1996-12-12 00:00:00+00:00,11.13674831,13.4693327,13.68000031,13.35999966,13.46666622,423750
1996-12-13 00:00:00+00:00,11.23046112,13.5826664,13.65333271,13.33333302,13.59599972,688125
1996-12-16 00:00:00+00:00,11.68135643,14.12800026,14.16666603,13.76000023,13.99733257,543750
1996-12-17 00:00:00+00:00,11.13785648,13.47066593,14.39999962,13.42933273,14.18133259,684375
1996-12-18 00:00:00+00:00,11.21392155,13.56266594,13.80666637,13.06666565,13.52000046,1151250
1996-12-19 00:00:00+00:00,11.20399857,13.55066586,13.60000038,13.43999958,13.46666622,541875
1996-12-20 00:00:00+00:00,10.84130192,13.11200047,13.70666599,12.9333334,13.62666607,391875
1996-12-23 00:00:00+00:00,10.7365694,12.98533344,13.23200035,12.72666645,12.72666645,258750
1996-12-24 00:00:00+00:00,10.99013138,13.29199982,13.46666622,12.82800007,12.82800007,571875
1996-12-25 00:00:00+00:00,10.99013138,13.29199982,13.29199982,13.29199982,13.29199982,0
1996-12-26 00:00:00+00:00,11.07170773,13.39066601,13.56000042,13.33333302,13.56000042,61875
1996-12-27 00:00:00+00:00,11.07170773,13.39066601,13.39066601,13.39066601,13.39066601,0
1996-12-30 00:00:00+00:00,11.07170773,13.39066601,13.39066601,13.39066601,13.39066601,0
1996-12-31 00:00:00+00:00,10.83248043,13.10133266,13.33333302,12.9333334,13.22666645,123750
1997-01-01 00:00:00+00:00,10.97138786,13.26933289,13.33333302,13.19999981,13.30666637,138750
1997-01-02 00:00:00+00:00,10.62853146,12.85466576,13.41333294,12.80000019,13.31999969,76875
1997-01-03 00:00:00+00:00,10.49734306,12.6960001,12.94666576,12.53333282,12.9333334,73125
1997-01-06 00:00:00+00:00,10.38379574,12.55866623,12.88000011,12.13333321,12.88000011,88125
1997-01-07 00:00:00+00:00,10.44552708,12.63333321,12.66666603,12.42666626,12.53199959,228750
1997-01-08 00:00:00+00:00,10.69467735,12.93466568,12.98666573,12.83466625,12.9333334,151875
1997-01-09 00:00:00+00:00,11.1279335,13.45866585,13.57333279,13.01333332,13.01333332,318750
1997-01-10 00:00:00+00:00,11.68466091,14.13199997,14.13199997,13.57333279,13.57333279,701250
1997-01-13 00:00:00+00:00,11.87538052,14.36266613,14.4533329,14.13733292,14.16133308,663750
1997-01-14 00:00:00+00:00,11.99334431,14.50533295,14.51333332,14.39999962,14.42666626,376875
1997-01-15 00:00:00+00:00,12.34170914,14.92666626,14.98666573,14.72000027,14.7733326,348750
1997-01-16 00:00:00+00:00,11.81694889,14.29199982,15.06666565,14.18666553,15.06666565,271875
1997-01-17 00:00:00+00:00,11.74529457,14.20533276,14.26666641,14,14,204375
1997-01-20 00:00:00+00:00,11.65820408,14.10000038,14.47733307,14.02799988,14.02799988,146250
1997-01-21 00:00:00+00:00,11.21392155,13.56266594,13.94666576,13.41333294,13.94666576,313125
1997-01-22 00:00:00+00:00,11.42228222,13.81466579,13.84000015,13.73600006,13.78533268,105000
1997-01-23 00:00:00+00:00,11.42228222,13.81466579,13.81466579,13.81466579,13.81466579,0
